	batch order	entry name	function	keywords	ec number	similar hits (close to same %id of highest from either e. coli or phage)	my comments	internal name	internal group	ami rank	fol rank	mac rank	tet rank	oth rank	Unnamed: 23	total	count uncharacterized	count comments	count no results	count not confident	>= 95%	>= 90%	>= 75%	>= 50%	Unnamed: 0	rank	group_name	Gene	Non-unique Gene name	Annotation	entry	protein names	protein families	gene names	organism	length (aa)	identity (%)	score	evalue	No. isolates	No. sequences	Avg sequences per isolate	Min group size nuc	Max group size nuc	Avg group size nuc
5447																									4572	65	pncC	group_32445		hypothetical protein										252	252	1	266	266	266
5448																									5849	65	pncC	group_15805		hypothetical protein										140	140	1	365	365	365
5449																									6129	65	pncC	group_37762		hypothetical protein										126	126	1	314	314	314
5450																									4649	65	pncC	xerD_2		site-specific recombinase										242	242	1	287	740	732
5451																									4647	65	pncC	yhdJ_3		DNA adenine methyltransferase										242	242	1	383	701	676
5452																									4638	65	pncC	group_10851	gudX	glucarate dehydratase-related protein										242	242	1	221	1340	876
5453																									4528	65	pncC	group_5399	yhdY	YhdW/YhdX/YhdY/YhdZ ABC transporter										257	262	1.02	446	1103	1015
5454																									4634	65	pncC	xerD_3		site-specific recombinase										243	243	1	146	809	790
5455																									4533	65	pncC	yjiQ		hypothetical protein										256	256	1	200	956	671
5456																									4632	65	pncC	group_22212		hypothetical protein										243	243	1	680	1295	1233
5457																									4631	65	pncC	recQ_1		ATP-dependent DNA helicase										243	243	1	545	2099	1659
5458																									3498	65	pncC	yhdJ_1		DNA adenine methyltransferase										499	499	1	134	884	870
5459																									5208	65	pncC	ydfA_4		Qin prophage; predicted protein										178	178	1	155	236	181
5460																									4361	65	pncC	virB		Virulence regulon transcriptional activator VirB										284	284	1	971	971	971
5461																									4143	65	pncC	group_11068	yhdJ_1	DNA adenine methyltransferase										326	326	1	212	890	859
5462																									4517	65	pncC	group_5005	acrF	AcrEF-TolC multidrug efflux transport system - permease subunit										258	258	1	251	3104	2212
5463																									3465	65	pncC	ade		cryptic adenine deaminase monomer										509	509	1	347	1769	1755
5464																									5591	65	pncC	group_15734		hypothetical protein										153	155	1.02	221	221	221
5465																									4606	65	pncC	group_2392		hypothetical protein										247	255	1.04	140	554	417
5466																									4597	65	pncC	soj		Sporulation initiation inhibitor protein Soj										249	249	1	596	1166	1163
5467																									5694	65	pncC	group_11490		hypothetical protein										148	148	1	230	230	230
5468																									4367	65	pncC	ccdB_2		Toxin CcdB										283	283	1	119	305	302
5469																									4569	65	pncC	group_24054		hypothetical protein										252	252	1	527	527	527
5470																									5337	65	pncC	ymfN_2		hypothetical protein										170	178	1.05	536	668	564
5471																									4371	65	pncC	ccdA_2		Antitoxin CcdA										282	282	1	218	218	218
5472																									3352	65	pncC	ygcE		putative kinase										542	542	1	269	1478	1441
5473																									4373	65	pncC	tfaD_2		DLP12 prophage; predicted tail fiber assembly protein										282	289	1.03	215	2099	1886
5474																									5185	65	pncC	ydfB		Qin prophage; small protein										179	179	1	128	128	128
5475																									5188	65	pncC	group_6921	ygcE	putative kinase										179	179	1	182	1478	1462
5476																									5679	65	pncC	group_20338		hypothetical protein										149	149	1	533	689	684
5477																									5151	65	pncC	ygfI_2		putative DNA-binding transcriptional regulator LYSR-type										181	181	1	293	896	386
5478																									4759	65	pncC	group_23728	pncC	NMN aminohydrolase										227	227	1	497	1061	653
5479																									5117	65	pncC	group_11815	ydjG	methylglyoxal reductase (NADH-dependent)										183	183	1	242	980	966
5480																									4666	65	pncC	group_18212		hypothetical protein										239	239	1	191	359	348
5481																									5475	65	pncC	group_6044	rzpD_1	DLP12 prophage; predicted murein endopeptidase										161	161	1	353	461	459
5482																									5737	65	pncC	group_8302		hypothetical protein										147	147	1	191	476	474
5483																									3268	65	pncC	group_10207	gapA_1	glyceraldehyde 3-phosphate dehydrogenase-A monomer										567	569	1.01	251	1001	744
5484																									5459	65	pncC	rusA_6		endodeoxyribonuclease RUS (Holliday junction resolvase)										162	162	1	362	362	362
5485																									5458	65	pncC	group_6161		hypothetical protein										162	162	1	191	389	192
5486																									4505	65	pncC	group_11391	yieH	6-phosphogluconate phosphatase										260	260	1	203	665	654
5487																									5446	65	pncC	group_14068	uidA	beta-D-glucuronidase										162	162	1	704	1811	1211
5488																									5440	65	pncC	group_5629		hypothetical protein										163	164	1.01	161	1361	1344
5489																									5875	65	pncC	group_795		hypothetical protein										139	150	1.08	1223	2741	2435
5490																									3125	65	pncC	ybaM		small protein involved in the cell envelope stress response										612	612	1	161	167	161
5491																									5433	65	pncC	group_2296		hypothetical protein										163	163	1	1460	2828	2777
5492																									3282	65	pncC	group_13945		hypothetical protein										564	564	1	287	494	479
5493																									4290	65	pncC	group_17124	ade	cryptic adenine deaminase monomer										298	298	1	1211	1766	1727
5494																									5412	65	pncC	group_7972	nhoA	N-hydroxyarylamine O-acetyltransferase										165	165	1	389	845	768
5495																									4293	65	pncC	group_23087	sucC	succinyl-CoA synthetase, beta subunit										298	298	1	509	1181	1162
5496																									5076	65	pncC	group_5920	ydjE	YdjE MFS transporter										189	189	1	284	1358	1239
5497																									4299	65	pncC	group_28297	cydB	cytochrome bd-I terminal oxidase subunit II										297	297	1	272	1139	1136
5498																									5723	65	pncC	group_22195		hypothetical protein										147	147	1	299	299	299
5499																									3672	65	pncC	symE		toxin-like protein of the SOS response										455	455	1	266	341	340
5500																									3303	65	pncC	group_10147	glnL_1	NtrB										555	555	1	503	2759	2751
5501																									3307	65	pncC	group_10597		hypothetical protein										554	554	1	335	1202	1153
5502																									3309	65	pncC	ynfG		oxidoreductase, predicted Fe-S subunit										554	554	1	113	617	594
5503																									5237	65	pncC	group_3714		hypothetical protein										176	177	1.01	770	827	794
5504																									3317	65	pncC	ynbD		putative phosphatase, inner membrane protein										552	552	1	428	1316	1283
5505																									3006	65	pncC	pncC		NMN aminohydrolase										640	640	1	473	497	496
5506																									4515	65	pncC	borD		bacteriophage lambda Bor protein										258	258	1	293	293	293
5507																									3318	65	pncC	mhpT		3-hydroxyphenylpropionate / 3-hydroxycinnamate:H  symporter										552	552	1	776	1280	1206
5508																									4671	65	pncC	group_37832	higA-2	Antitoxin HigA-2										239	239	1	323	323	323
5509																									3445	65	pncC	yrhB		putative protein with chaperone-like activity										515	515	1	284	284	284
5510																									4492	65	pncC	repB		RepFIB replication protein A										262	262	1	242	977	967
2820																									3600	35	pliG	yscF		Yop proteins translocation protein F										472	472	1	131	239	198
2821																									4160	35	pliG	group_23370	nhaR	NhaR transcriptional activator										322	322	1	302	899	897
2822																									4176	35	pliG	group_30971	pliG	inhibitor of g-type lysozyme										318	318	1	401	401	401
2823																									4171	35	pliG	group_16332		hypothetical protein										319	319	1	911	2258	2212
2824																									3592	35	pliG	prpE		propionyl-CoA synthetase										475	475	1	440	1886	1875
2825																									4165	35	pliG	group_16722	lplA	lipoyl-protein ligase A										320	323	1.01	644	1016	1010
2826																									4134	35	pliG	group_14013		hypothetical protein										328	328	1	146	1298	1227
2827																									3778	35	pliG	ybfC		putative protein										420	420	1	395	596	563
2828																									4120	35	pliG	group_13187		hypothetical protein										331	331	1	296	1475	1435
2829																									4111	35	pliG	group_10907		hypothetical protein										334	334	1	173	1850	1826
2830																									4107	35	pliG	group_16732		hypothetical protein										335	353	1.06	461	1331	1240
2831																									3639	35	pliG	fliP_2		flagellar biosynthesis protein FliP										463	463	1	347	665	640
2832																									4077	35	pliG	group_17958		hypothetical protein										342	342	1	485	866	862
2833																									4067	35	pliG	group_18604	prpC	2-methylcitrate synthase										344	344	1	263	1169	1164
2834																									4060	35	pliG	clpB_2		ClpB chaperone										346	346	1	299	2987	2708
2835																									4051	35	pliG	yncH		hypothetical protein										348	348	1	212	302	212
2836																									3657	35	pliG	yjiM		hypothetical protein										458	458	1	869	1151	1149
2837																									4130	35	pliG	group_18626	cusB	copper / silver efflux transport system - membrane fusion protein										329	329	1	218	1223	1218
2838																									4087	35	pliG	group_9903		hypothetical protein										340	340	1	215	713	708
2839																									4225	35	pliG	rhsB_2		RhsB protein in rhs element										308	308	1	461	4184	4042
2840																									3565	35	pliG	group_14108		hypothetical protein										482	482	1	125	500	480
2841																									4563	35	pliG	group_7240	hlyE	hemolysin E										253	253	1	257	911	664
2842																									4512	35	pliG	group_586	ypjA	adhesin-like autotransporter										260	260	1	212	3410	522
2843																									4463	35	pliG	group_7246	yneF	putative diguanylate cyclase										265	265	1	248	1418	1379
2844																									3511	35	pliG	pliG		inhibitor of g-type lysozyme										497	497	1	401	404	401
2845																									4405	35	pliG	yfbK		putative lipoprotein										275	275	1	188	1754	1711
2846																									6832	35	pliG	group_13185		hypothetical protein										102	102	1	374	761	753
2847																									3521	35	pliG	nhaR		NhaR transcriptional activator										495	495	1	620	899	898
2848																									4377	35	pliG	group_24067		hypothetical protein										281	281	1	185	278	276
2849																									3542	35	pliG	lplA		lipoyl-protein ligase A										490	490	1	644	1688	1130
2850																									3545	35	pliG	group_26221		hypothetical protein										489	489	1	185	260	255
2851																									4357	35	pliG	ldrD		LdrD peptide of the LdrD-RdlD toxin-antitoxin system										284	284	1	107	107	107
2852																									5360	35	pliG	rbsK_1		ribokinase										168	168	1	494	935	907
2853																									3549	35	pliG	cusB		copper / silver efflux transport system - membrane fusion protein										487	487	1	122	1223	1217
2854																									4343	35	pliG	group_13184		hypothetical protein										287	287	1	269	761	755
2855																									4327	35	pliG	group_1604	vgrG1_2	Actin cross-linking toxin VgrG1										291	291	1	143	2201	1782
2856																									4320	35	pliG	group_22051		hypothetical protein										292	292	1	104	524	520
2857																									4313	35	pliG	group_1608	vgrG1_1	Actin cross-linking toxin VgrG1										293	293	1	107	2186	2110
2858																									4312	35	pliG	group_8775	dinD	DNA-damage-inducible protein										294	294	1	377	824	796
2859																									4305	35	pliG	yicI		alpha-xylosidase										295	295	1	680	2318	2258
2860																									3553	35	pliG	group_16931		hypothetical protein										486	486	1	155	332	284
2861																									4297	35	pliG	dsdC		DsdC DNA-binding transcriptional dual regulator										298	298	1	299	956	924
2862																									4256	35	pliG	group_9963		hypothetical protein										304	304	1	155	1892	1059
2863																									4031	35	pliG	fimZ_2		FimZ transcriptional regulator										354	354	1	113	614	609
2864																									4194	35	pliG	group_20038	elaA	putative acyltransferase with acyl-CoA N-acyltransferase domain protein										315	315	1	176	461	459
2865																									4028	35	pliG	group_37817		hypothetical protein										356	356	1	359	359	359
2866																									4022	35	pliG	group_37600		hypothetical protein										357	357	1	224	224	224
2867																									3660	35	pliG	gltS		glutamate:sodium symporter										458	458	1	1040	1205	1204
2868																									3906	35	pliG	group_14547	cusF	copper / silver efflux transport system - periplasmic binding protein										389	389	1	248	347	331
2869																									3905	35	pliG	potE		putrescine:H  symporter / putrescine:ornithine antiporter PotE										389	389	1	134	1319	1302
2870																									3726	35	pliG	cas1		multifunctional nuclease										435	435	1	569	977	912
2871																									3872	35	pliG	cas3		protein involved in CRISPR R-loop formation and dissociation										399	399	1	365	2843	2495
2872																									3866	35	pliG	rhsD_4		RhsD protein in rhs element										400	442	1.11	155	4505	2734
2873																									3864	35	pliG	group_16559	fimZ_6	FimZ transcriptional regulator										400	400	1	299	614	612
2874																									3858	35	pliG	group_17715	iap	alkaline phosphatase isozyme conversion protein										402	402	1	587	1037	1034
2875																									3856	35	pliG	group_20019		hypothetical protein										403	403	1	197	656	653
2876																									3854	35	pliG	ygeO		putative protein										403	403	1	170	794	527
2877																									3844	35	pliG	group_14026		hypothetical protein										407	407	1	113	461	453
2878																									3841	35	pliG	yneF		putative diguanylate cyclase										408	408	1	287	1418	1189
2879																									3838	35	pliG	group_11897		hypothetical protein										408	408	1	260	1760	1702
2880																									3833	35	pliG	pstC		phosphate ABC transporter - membrane subunit										410	410	1	959	959	959
2881																									3747	35	pliG	casE		crRNA endonuclease										429	429	1	479	650	647
2882																									3827	35	pliG	group_5418		hypothetical protein										411	411	1	248	965	700
2883																									3748	35	pliG	casD		Cascade subunit D										429	429	1	512	746	743
2884																									3819	35	pliG	group_20018		hypothetical protein										412	412	1	425	656	655
2885																									3814	35	pliG	group_19282		hypothetical protein										413	413	1	206	242	206
2886																									3807	35	pliG	sacA		Sucrose-6-phosphate hydrolase										414	414	1	1208	1433	1431
2887																									3803	35	pliG	cytR_1		CytR-cytidine										415	415	1	953	1316	953
2888																									3797	35	pliG	ymfA		putative inner membrane protein										416	416	1	89	461	459
2889																									3796	35	pliG	iap		alkaline phosphatase isozyme conversion protein										416	416	1	371	1037	1033
2890																									3756	35	pliG	cas2		putative endoribonuclease										427	427	1	170	398	293
2891																									3916	35	pliG	lacY_1		lactose / melibiose:H  symporter LacY										385	385	1	251	1253	1172
2892																									3918	35	pliG	group_22052		hypothetical protein										385	385	1	500	518	500
2893																									3921	35	pliG	group_13448	potE	putrescine:H  symporter / putrescine:ornithine antiporter PotE										384	384	1	89	1466	1298
2894																									3923	35	pliG	group_32298		hypothetical protein										384	384	1	104	104	104
2895																									3771	35	pliG	cusF		copper / silver efflux transport system - periplasmic binding protein										423	423	1	122	332	331
2896																									4021	35	pliG	group_24052		hypothetical protein										357	357	1	431	431	431
2897																									3665	35	pliG	spoT		guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase [multifunctional]										456	456	1	1508	2120	2106
2898																									4016	35	pliG	group_28611	gltS	glutamate:sodium symporter										359	359	1	209	1205	1202
2899																									4013	35	pliG	casC		Cascade subunit C										360	360	1	98	1271	1038
2900																									3674	35	pliG	menF		isochorismate synthase 2										454	454	1	470	1298	1293
2901																									3685	35	pliG	mcbR		McbR DNA-binding transcriptional dual regulator										450	450	1	293	665	660
2902																									4007	35	pliG	yneK_2		putative protein										362	362	1	230	1139	677
2903																									4005	35	pliG	group_27053	spoT	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase [multifunctional]										362	362	1	590	2108	2103
2904																									4003	35	pliG	group_9428	nfsB	dihydropteridine reductase monomer										363	363	1	170	653	648
2905																									4002	35	pliG	group_17688	menF	isochorismate synthase 2										363	363	1	779	1298	1293
2906																									3658	35	pliG	prpC		2-methylcitrate synthase										458	458	1	632	1169	1166
2907																									3699	35	pliG	group_17931		hypothetical protein										446	446	1	236	767	661
2908																									3984	35	pliG	group_19892		hypothetical protein										368	368	1	119	182	145
2909																									3700	35	pliG	group_17972		hypothetical protein										446	446	1	164	194	164
2910																									3972	35	pliG	nfsB		dihydropteridine reductase monomer										372	372	1	239	653	648
2911																									3970	35	pliG	vgrG1_1		Actin cross-linking toxin VgrG1										372	389	1.05	275	2141	1910
2912																									3965	35	pliG	group_16738		hypothetical protein										373	373	1	200	413	412
2913																									3961	35	pliG	elaA		putative acyltransferase with acyl-CoA N-acyltransferase domain protein										374	374	1	197	467	459
2914																									3960	35	pliG	vgrG1_2		hypothetical protein										374	374	1	185	1895	516
2915																									3703	35	pliG	hlyE		hemolysin E										446	446	1	110	911	757
2916																									3957	35	pliG	group_20474	insA-1_1	IS1 protein InsA										375	375	1	272	272	272
2917																									3935	35	pliG	prgK		Lipoprotein PrgK										379	379	1	371	818	729
2918																									3933	35	pliG	dinD		DNA-damage-inducible protein										381	381	1	161	824	742
2919																									3989	35	pliG	group_14897		hypothetical protein										366	366	1	206	323	267
2920																									3831	35	pliG	sadB		Inner membrane lipoprotein SadB										410	410	1	500	728	655
2921																									4037	35	pliG	yjiN		hypothetical protein										352	352	1	356	1298	1268
2922																									4622	35	pliG	group_24049		hypothetical protein										245	245	1	470	536	535
2923																									4825	35	pliG	hlyE_2		hemolysin E										218	218	1	260	911	422
2924																									5078	35	pliG	group_68660	ldrD	LdrD peptide of the LdrD-RdlD toxin-antitoxin system										189	189	1	107	107	107
2275																									7634	29	panB	group_22505		hypothetical protein										85	85	1	605	782	779
2276																									2500	29	panB	group_15454		hypothetical protein										738	738	1	278	506	501
2277																									2503	29	panB	yebB		putative protein										737	737	1	335	701	600
2278																									7640	29	panB	group_29267		hypothetical protein										85	85	1	1022	1022	1022
2279																									7641	29	panB	group_32787		hypothetical protein										85	85	1	308	308	308
2280																									4846	29	panB	group_7267	yqcE	YqcE MFS transporter										215	215	1	230	1382	1233
2281																									2398	29	panB	panB		3-methyl-2-oxobutanoate hydroxymethyltransferase monomer										755	755	1	533	794	793
2282																									7447	29	panB	group_21852	alaS	alanyl-tRNA synthetase										89	89	1	1892	2630	2578
2283																									7540	29	panB	group_23628	lpxM	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase										87	87	1	314	971	963
2284																									7591	29	panB	group_26369		hypothetical protein										86	86	1	488	860	661
2285																									7442	29	panB	group_18773	gltX	glutamyl-tRNA synthetase										89	89	1	125	1415	1389
2286																									7715	29	panB	group_26586		hypothetical protein										83	83	1	920	929	920
2287																									2448	29	panB	dcuB		dicarboxylate transporter DcuB										749	749	1	743	1340	1338
2288																									7752	29	panB	ybjS_2		putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain protein										82	82	1	1016	1016	1016
2289																									7577	29	panB	group_16681	aslA	arylsulfatase										86	86	1	161	1655	1547
2290																									7574	29	panB	group_12681		hypothetical protein										86	86	1	524	1007	730
2291																									5149	29	panB	group_6239		hypothetical protein										181	181	1	389	1523	1195
2292																									2451	29	panB	fdoG_1		formate dehydrogenase-O, alpha subunit										748	878	1.18	368	3050	855
2293																									7720	29	panB	group_28388	marA	MarA DNA-binding transcriptional dual regulator										83	83	1	161	383	380
2294																									2456	29	panB	group_20062		hypothetical protein										747	747	1	146	152	151
2295																									7753	29	panB	group_37945		putative metallo-hydrolase										82	82	1	806	806	806
2296																									7482	29	panB	group_20508		hypothetical protein										88	88	1	485	761	757
2297																									7755	29	panB	group_37947		hypothetical protein										82	82	1	602	602	602
2298																									7751	29	panB	group_37943		hypothetical protein										82	82	1	1007	1007	1007
2299																									7750	29	panB	group_32517		hypothetical protein										82	82	1	1091	1091	1091
2300																									7728	29	panB	group_5218	fepE	ferric enterobactin (enterochelin) transport										83	83	1	179	1133	1064
2301																									2414	29	panB	group_18767		hypothetical protein										753	753	1	119	551	550
2302																									7749	29	panB	group_28971		hypothetical protein										82	82	1	932	1124	1119
2303																									5115	29	panB	group_9981	yahJ	putative deaminase with metallo-dependent hydrolase domain protein										184	184	1	311	1382	1342
2304																									7666	29	panB	group_22322		hypothetical protein										84	84	1	251	437	429
2305																									7664	29	panB	group_20431	norV	flavorubredoxin										84	84	1	161	1439	1417
2306																									2475	29	panB	eamA		O-acetylserine/cysteine export protein										744	744	1	464	899	891
2307																									7659	29	panB	group_16554	yfcF	glutathione S-transferase										84	84	1	488	644	642
2308																									7754	29	panB	group_37946		hypothetical protein										82	82	1	1286	1286	1286
2309																									4673	29	panB	group_18938	glnL_5	NtrB										238	238	1	836	1397	1377
2310																									7748	29	panB	yejO_2		putative autotransporter outer membrane protein										82	82	1	389	641	410
2311																									7644	29	panB	group_38012		hypothetical protein										85	85	1	215	215	215
2312																									2464	29	panB	argT		lysine / arginine / ornithine ABC transporter - periplasmic binding protein										746	746	1	206	782	774
2313																									2413	29	panB	yiiE		putative transcriptional regulator										753	753	1	179	218	217
2314																									7765	29	panB	group_9429	nfsB	dihydropteridine reductase monomer										82	82	1	281	653	639
2315																									7178	29	panB	group_26285		hypothetical protein										94	94	1	194	197	196
2316																									6957	29	panB	group_5724	lyxK	L-xylulose kinase										100	100	1	443	1496	1480
2317																									2599	29	panB	group_68716		tRNA-Ala(ggc)										720	940	1.31	75	75	75
2318																									2598	29	panB	fes		enterochelin esterase										720	720	1	740	1217	1201
2319																									5627	29	panB	group_9939	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B										152	152	1	239	527	512
2320																									2701	29	panB	lysU		lysyl-tRNA synthetase										697	697	1	329	1517	1493
2321																									3073	29	panB	hrpA		ATP-dependent helicase										624	624	1	494	3902	3882
2322																									6953	29	panB	group_37977	ypdI	YpdI colanic acid synthesis lipoprotein										100	100	1	275	275	275
2323																									2590	29	panB	yfcF		glutathione S-transferase										721	721	1	203	644	642
2324																									7089	29	panB	cra_2		Cra DNA-binding transcriptional dual regulator										96	96	1	641	1007	990
2325																									6945	29	panB	group_26587		hypothetical protein										100	100	1	263	437	419
2326																									7276	29	panB	group_9862	ansP	L-asparagine transporter										93	93	1	671	1850	1493
2327																									2582	29	panB	ompW		OmpW, outer membrane protein										723	723	1	545	653	638
2328																									2872	29	panB	yjdL		dipeptide:H  symporter YjdL										667	667	1	338	1457	1448
2329																									7284	29	panB	group_13090		hypothetical protein										92	92	1	422	1058	928
2330																									6926	29	panB	group_68409		tRNA-Ala(tgc)										101	101	1	75	75	75
2331																									2651	29	panB	group_68441		tRNA-Tyr(gta)										709	715	1.01	84	84	84
2332																									6924	29	panB	group_6697	fhuA_1	ferrichrome / phage / antibiotic outer membrane porin FhuA										101	101	1	308	2249	2018
2333																									2883	29	panB	gudX		glucarate dehydratase-related protein										665	665	1	518	1340	1291
2334																									2647	29	panB	mazF		MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity										710	710	1	335	335	335
2335																									6970	29	panB	group_13062		hypothetical protein										99	99	1	314	800	789
2336																									2850	29	panB	fadL		long-chain fatty acid outer membrane porin; bacteriophage T2 binding protein										671	671	1	674	1373	1338
2337																									5973	29	panB	mngA_1		2-O-alpha-mannosyl-D-glycerate PTS permease										134	134	1	176	1916	1637
2338																									7230	29	panB	group_25576	purU	formyltetrahydrofolate deformylase										93	93	1	236	842	835
2339																									5864	29	panB	group_17014	hypBA1	Non-reducing end beta-L-arabinofuranosidase										139	139	1	230	1979	1950
2340																									7233	29	panB	group_26283		hypothetical protein										93	93	1	935	1169	1166
2341																									6449	29	panB	group_9133	yjdJ	putative acyltransferase with acyl-CoA N-acyltransferase domain protein										114	114	1	131	335	271
2342																									2793	29	panB	gudD		D-glucarate dehydratase										680	680	1	386	1340	1332
2343																									3234	29	panB	group_24068		hypothetical protein										579	579	1	128	134	128
2344																									2642	29	panB	lacY		lactose / melibiose:H  symporter LacY										711	711	1	251	1286	1233
2345																									6622	29	panB	group_2424	yejO_1	putative autotransporter outer membrane protein										108	108	1	155	2591	539
2346																									2776	29	panB	ansP		L-asparagine transporter										685	685	1	182	1499	1462
2347																									2829	29	panB	group_68404		tRNA-Ala(tgc)										675	675	1	75	75	75
2348																									2836	29	panB	acrF		AcrEF-TolC multidrug efflux transport system - permease subunit										674	674	1	173	3296	2827
2349																									6653	29	panB	group_22247		hypothetical protein										107	107	1	308	1223	735
2350																									2838	29	panB	mobB		molybdopterin-guanine dinucleotide biosynthesis protein B										674	674	1	119	536	522
2351																									2645	29	panB	mazE		MazE antitoxin of the MazF-MazE toxin-antitoxin system										710	710	1	233	293	248
2352																									2841	29	panB	ynbA		YnbA										673	673	1	251	677	602
2353																									2620	29	panB	hisP		lysine / arginine / ornithine ABC transporter / histidine ABC transporter - ATP binding subunit										715	715	1	773	773	773
2354																									2618	29	panB	group_13059		hypothetical protein										715	715	1	353	800	797
2355																									6979	29	panB	lamB_1		maltose outer membrane porin / phage lambda receptor protein										99	99	1	938	1517	1505
2356																									5614	29	panB	group_1475		hypothetical protein										152	152	1	242	3650	3246
2357																									3232	29	panB	glnL_5		NtrB										579	579	1	539	1397	1379
2358																									7104	29	panB	group_6934	aslB	putative anaerobic sulfatase maturation enzyme										96	96	1	212	1235	1162
2359																									2664	29	panB	glnL_6		NtrB										705	705	1	137	1631	1617
2360																									2571	29	panB	purU		formyltetrahydrofolate deformylase										725	725	1	617	842	841
2361																									2544	29	panB	yciF		putative structural protein										730	730	1	149	554	497
2362																									2542	29	panB	aslB		putative anaerobic sulfatase maturation enzyme										730	730	1	245	1235	1224
2363																									3029	29	panB	ynbB		putative CDP-diglyceride synthase										636	637	1.01	155	905	872
2364																									7140	29	panB	group_5519	lacY	lactose / melibiose:H  symporter LacY										95	95	1	179	1256	1149
2365																									2540	29	panB	ascG		AscG DNA-binding transcriptional repressor										730	730	1	1010	1130	1013
2366																									7149	29	panB	group_8204	mngB	alpha-mannosidase										95	95	1	713	2633	2523
2367																									2539	29	panB	lpxM		myristoyl-acyl carrier protein (ACP)-dependent acyltransferase										730	730	1	707	1040	970
2368																									2537	29	panB	entS		enterobactin efflux transporter EntS										730	730	1	539	1256	1247
2369																									5793	29	panB	group_12741	sadB	Inner membrane lipoprotein SadB										143	143	1	449	683	677
2370																									2535	29	panB	gltX		glutamyl-tRNA synthetase										731	731	1	155	1418	1412
2371																									7337	29	panB	group_20090	argO	arginine export protein										91	91	1	281	635	630
2372																									2526	29	panB	aslA		arylsulfatase										732	732	1	161	1655	1086
2373																									6507	29	panB	group_23680	hisP	lysine / arginine / ornithine ABC transporter / histidine ABC transporter - ATP binding subunit										112	112	1	149	773	760
2374																									2525	29	panB	ccmF		cytochrome c-type biogenesis protein										732	732	1	509	1943	1937
2375																									6755	29	panB	group_20459	yicJ_1	YicJ GPH transporter										104	104	1	329	1400	1389
2376																									6556	29	panB	group_17818	yjdL	dipeptide:H  symporter YjdL										110	110	1	338	1457	1443
2377																									2522	29	panB	alaS		alanyl-tRNA synthetase										734	734	1	704	2636	2611
2378																									2521	29	panB	norV		flavorubredoxin										734	734	1	497	1442	1428
2379																									2529	29	panB	cyaA		adenylate cyclase										732	732	1	644	2576	2539
2380																									5823	29	panB	group_12412	gudD	D-glucarate dehydratase										141	141	1	158	1340	1298
2381																									5778	29	panB	group_16400	prpD	2-methylcitrate dehydratase										144	144	1	272	1451	1427
2382																									5420	29	panB	group_4018	yciQ	putative inner membrane protein										164	164	1	308	1901	1629
2383																									2567	29	panB	group_10241		hypothetical protein										725	725	1	176	902	881
2384																									2565	29	panB	argO		arginine export protein										726	726	1	359	635	633
2385																									5719	29	panB	group_17567	dhaR	DhaR DNA-binding transcriptional dual regulator										147	147	1	851	1919	1911
2386																									6292	29	panB	group_17081		hypothetical protein										119	119	1	1130	1130	1130
2387																									7205	29	panB	group_68443		tRNA-Tyr(gta)										94	94	1	84	84	84
2388																									6873	29	panB	treB_1		trehalose PTS permease - TreB subunit										102	102	1	1370	1370	1370
2389																									2731	29	panB	yigZ		putative elongation factor										693	693	1	323	614	613
2390																									6101	29	panB	group_24146	fadL	long-chain fatty acid outer membrane porin; bacteriophage T2 binding protein										127	127	1	887	1340	1336
2391																									2680	29	panB	lacZ		beta-galactosidase monomer										702	750	1.07	242	3086	2908
2392																									2557	29	panB	fepE		ferric enterobactin (enterochelin) transport										728	728	1	254	1133	1120
2393																									6168	29	panB	group_25890	yigZ	putative elongation factor										124	124	1	296	614	611
2394																									6863	29	panB	scrB		Sucrose-6-phosphate hydrolase										102	102	1	1403	1403	1403
2395																									2943	29	panB	ugpC		glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative ATP binding subunit										656	656	1	782	1085	1069
2396																									2944	29	panB	group_68111		tRNA-Leu(cag)										656	656	1	86	86	86
2397																									5472	29	panB	group_26363	ugpC	glycerol-3-phosphate / glycerol-2-phosphate ABC transporter - putative ATP binding subunit										161	161	1	347	1070	1065
2398																									6854	29	panB	group_26595	frlD	fructoselysine 6-kinase										102	102	1	743	920	912
2399																									5767	29	panB	group_4490	yzgL	putative protein										145	145	1	155	1505	1356
2400																									2960	29	panB	prpD		2-methylcitrate dehydratase										650	650	1	1031	1451	1447
2401																									6180	29	panB	group_16705	glnL_6	NtrB										123	123	1	392	1631	1534
2402																									7047	29	panB	group_15664	lysU	lysyl-tRNA synthetase										97	97	1	320	1517	1493
3411																									3167	41	pagP	group_22220		hypothetical protein										598	598	1	164	281	280
3412																									5213	41	pagP	ypjC		putative protein										178	178	1	167	1196	514
3413																									4411	41	pagP	yicJ		YicJ GPH transporter										273	273	1	632	1382	1372
3414																									4534	41	pagP	group_7716	yciW	putative oxidoreductase										256	256	1	518	1154	1117
